tenderid,tenderrefno,title,description,groupid,procurement_amount_pacamt,tendercurrency,bidcurrency,createdate_iso,updatedate_iso,publishdate_iso,issuing_authority_name,issuing_authority_designation,issuing_organization_name,issuing_organization_code,issuing_address,issuing_email,issuing_contact_no,approving_authority_name,approving_authority_designation,approving_organization_name,approving_organization_code,emd_amount,tender_fee_amount,tender_processing_fee_amount
19349,NP/SHC/NIT04/2021-22/Gr-28,Construction of PCC road & Nala from Ramendra Singh House to Rajeev Sinha house via Bindeshwari Bhagat Advocate House in  Ward no- 17.(Detail as per NIT),Construction of PCC road & Nala from Ramendra Singh House to Rajeev Sinha house via Bindeshwari Bhagat Advocate House in  Ward no- 17.(Detail as per NIT),2462,3877852.0,INR,INR,2022-02-23T13:57:31.456000+00:00,2022-06-28T15:38:14+00:00,2022-02-23T14:04:54+00:00,"Aditya Kumar, Executive Officer, Saharsa",Executive Officer,NAGAR PARISHAD SAHARSA,NPS,GANGJALA SAHARSA,nagarparishadsaharsa@gmail.com,9099999999,"Aditya Kumar, Executive Officer, Saharsa",Executive Officer,NAGAR PARISHAD SAHARSA,NPS,76000,5000,590
19350,NP/SHC/NIT04/2021-22/Gr-30,Construction of Nala from Ratneshwar Singh House to............................Anil Singh  House Via Fhuleshwar Singh House in  Ward no- 18.(Detail as per NIT),Construction of Nala from Ratneshwar Singh House to............................Anil Singh  House Via Fhuleshwar Singh House in  Ward no- 18.(Detail as per NIT),2462,1695200.0,INR,INR,2022-02-23T14:06:09.738000+00:00,2022-08-20T11:10:31+00:00,2022-02-23T14:24:25+00:00,"Aditya Kumar, Executive Officer, Saharsa",Executive Officer,NAGAR PARISHAD SAHARSA,NPS,GANGJALA SAHARSA,nagarparishadsaharsa@gmail.com,9099999999,"Aditya Kumar, Executive Officer, Saharsa",Executive Officer,NAGAR PARISHAD SAHARSA,NPS,34000,5000,590
19351,NP/SHC/NIT04/2021-22/Gr-31,Construction of RCC Nala from Virat Singh CA To Main Nala  in  Ward no- 18.(Detail as per NIT),Construction of RCC Nala from Virat Singh CA To Main Nala  in  Ward no- 18.(Detail as per NIT),2462,1151100.0,INR,INR,2022-02-23T14:24:52.519000+00:00,2022-08-20T11:00:49+00:00,2022-02-23T14:33:27+00:00,"Aditya Kumar, Executive Officer, Saharsa",Executive Officer,NAGAR PARISHAD SAHARSA,NPS,GANGJALA SAHARSA,nagarparishadsaharsa@gmail.com,9099999999,"Aditya Kumar, Executive Officer, Saharsa",Executive Officer,NAGAR PARISHAD SAHARSA,NPS,23500,2500,590
19352,NP/SHC/NIT04/2021-22/Gr-32,Construction of Nala from Dr Chandra (Vijay Medical) to Bhagat Ji House Via Badi Nala & Ramavatar Agrawal House  in  Ward no- 19.(Detail as per NIT),Construction of Nala from Dr Chandra (Vijay Medical) to Bhagat Ji House Via Badi Nala & Ramavatar Agrawal House  in  Ward no- 19.(Detail as per NIT),2462,1604200.0,INR,INR,2022-02-23T14:34:08.022000+00:00,2022-12-27T03:22:49+00:00,2022-02-23T14:41:14+00:00,"Aditya Kumar, Executive Officer, Saharsa",Executive Officer,NAGAR PARISHAD SAHARSA,NPS,GANGJALA SAHARSA,nagarparishadsaharsa@gmail.com,9099999999,"Aditya Kumar, Executive Officer, Saharsa",Executive Officer,NAGAR PARISHAD SAHARSA,NPS,32500,5000,590
19353,NP/SHC/NIT04/2021-22/Gr-33,Construction of RCC Nala from Front off Doman Lal School to Chandani Chowk (Hind Opticals) via Mahavir Chowk  House  in  Ward no- 20.(Detail as per NIT),Construction of RCC Nala from Front off Doman Lal School to Chandani Chowk (Hind Opticals) via Mahavir Chowk  House  in  Ward no- 20.(Detail as per NIT),2462,2030200.0,INR,INR,2022-02-23T14:41:44.273000+00:00,2023-02-04T08:23:48+00:00,2022-02-23T14:50:57+00:00,"Aditya Kumar, Executive Officer, Saharsa",Executive Officer,NAGAR PARISHAD SAHARSA,NPS,GANGJALA SAHARSA,nagarparishadsaharsa@gmail.com,9099999999,"Aditya Kumar, Executive Officer, Saharsa",Executive Officer,NAGAR PARISHAD SAHARSA,NPS,41000,5000,590
19354,NP/SHC/NIT04/2021-22/Gr-34,Construction of PCC Work From Batraha Main Road to Harijan Tola Via Police Club in  Ward no- 20.(Detail as per NIT),Construction of PCC Work From Batraha Main Road to Harijan Tola Via Police Club in  Ward no- 20.(Detail as per NIT),2462,1246300.0,INR,INR,2022-02-23T14:51:15.929000+00:00,2022-03-14T01:55:53+00:00,2022-02-23T14:57:31+00:00,"Aditya Kumar, Executive Officer, Saharsa",Executive Officer,NAGAR PARISHAD SAHARSA,NPS,GANGJALA SAHARSA,nagarparishadsaharsa@gmail.com,9099999999,"Aditya Kumar, Executive Officer, Saharsa",Executive Officer,NAGAR PARISHAD SAHARSA,NPS,25000,2500,590
19355,NP/SHC/NIT04/2021-22/Gr-35,Construction of PCC Work From Didar Mukhiya House to Main Road Via Raju Silai  Ward no- 21.(Detail as per NIT),Construction of PCC Work From Didar Mukhiya House to Main Road Via Raju Silai  Ward no- 21.(Detail as per NIT),2462,778100.0,INR,INR,2022-02-23T14:57:48.900000+00:00,2022-12-27T02:59:58+00:00,2022-02-23T15:05:30+00:00,"Aditya Kumar, Executive Officer, Saharsa",Executive Officer,NAGAR PARISHAD SAHARSA,NPS,GANGJALA SAHARSA,nagarparishadsaharsa@gmail.com,9099999999,"Aditya Kumar, Executive Officer, Saharsa",Executive Officer,NAGAR PARISHAD SAHARSA,NPS,16000,1250,590
19357,NP/SHC/NIT04/2021-22/Gr-36,Construction of PCC & Nala Work From Md Sazi Ahmad Kha House to Md Niyan House via Anamul House & Late Samim House in   Ward no- 22.(Detail as per NIT),Construction of PCC & Nala Work From Md Sazi Ahmad Kha House to Md Niyan House via Anamul House & Late Samim House in   Ward no- 22.(Detail as per NIT),2462,2493600.0,INR,INR,2022-02-23T15:05:50.718000+00:00,2022-12-27T02:52:35+00:00,2022-02-23T15:12:03+00:00,"Aditya Kumar, Executive Officer, Saharsa",Executive Officer,NAGAR PARISHAD SAHARSA,NPS,GANGJALA SAHARSA,nagarparishadsaharsa@gmail.com,9099999999,"Aditya Kumar, Executive Officer, Saharsa",Executive Officer,NAGAR PARISHAD SAHARSA,NPS,50000,5000,590
19358,NP/SHC/NIT04/2021-22/Gr-37,Construction of PCC & Nala Work From Anish Jha House to Transfermer in   Ward no- 22.(Detail as per NIT),Construction of PCC & Nala Work From Anish Jha House to Transfermer in   Ward no- 22.(Detail as per NIT),2462,1786200.0,INR,INR,2022-02-23T15:12:20.821000+00:00,2022-12-27T02:44:53+00:00,2022-02-23T15:16:59+00:00,"Aditya Kumar, Executive Officer, Saharsa",Executive Officer,NAGAR PARISHAD SAHARSA,NPS,GANGJALA SAHARSA,nagarparishadsaharsa@gmail.com,9099999999,"Aditya Kumar, Executive Officer, Saharsa",Executive Officer,NAGAR PARISHAD SAHARSA,NPS,35000,5000,590
19359,NP/SHC/NIT04/2021-22/Gr-38,Construction of PCC Work From Ram Chandra Ram House to .......Kamlesh Verma House in   Ward no- 23.(Detail as per NIT),Construction of PCC Work From Ram Chandra Ram House to .......Kamlesh Verma House in   Ward no- 23.(Detail as per NIT),2462,937233.0,INR,INR,2022-02-23T15:19:12.816000+00:00,2022-12-27T02:36:01+00:00,2022-02-23T15:25:10+00:00,"Aditya Kumar, Executive Officer, Saharsa",Executive Officer,NAGAR PARISHAD SAHARSA,NPS,GANGJALA SAHARSA,nagarparishadsaharsa@gmail.com,9099999999,"Aditya Kumar, Executive Officer, Saharsa",Executive Officer,NAGAR PARISHAD SAHARSA,NPS,19000,1250,590
19360,"03/E/Bankipur/2022, Group No.02",Construction of U/G drain in Muradpur Lane Ashok Rajpath to Karana Halwai in ward no. 40,Construction of U/G drain in Muradpur Lane Ashok Rajpath to Karana Halwai in ward no. 40,2462,696455.0,INR,INR,2022-02-23T15:20:48.545000+00:00,2022-03-04T09:31:00+00:00,2022-02-23T15:34:11+00:00,"Bibhuti Chandra, Executive Engineer",EE,"BANKIPUR DIVISION, Patna Municipal Corporation, Patna",EEBANKDIV,"Ambedkar Bhawan, Vaishali Golumbar,Rajendra Nagar,Patna",e.ebankipurdiv@gmail.com,7903323716,"Bibhuti Chandra, Executive Engineer",EE,"Bankipur Division,Patna Municipal Corporation,Patna",EEBANKDIV,14100,1250,590
19361,NP/SHC/NIT04/2021-22/Gr-39,Construction of Soil Soling PCC Work From Main Road for Kahara Prakhand to ....................Pramod Jha House   Ward no- 23.(Detail as per NIT),Construction of Soil Soling PCC Work From Main Road for Kahara Prakhand to ....................Pramod Jha House   Ward no- 23.(Detail as per NIT),2462,524545.0,INR,INR,2022-02-23T15:25:28.547000+00:00,2022-12-27T02:27:17+00:00,2022-02-23T15:32:24+00:00,"Aditya Kumar, Executive Officer, Saharsa",Executive Officer,NAGAR PARISHAD SAHARSA,NPS,GANGJALA SAHARSA,nagarparishadsaharsa@gmail.com,9099999999,"Aditya Kumar, Executive Officer, Saharsa",Executive Officer,NAGAR PARISHAD SAHARSA,NPS,10500,1250,590
19362,NP/SHC/NIT04/2021-22/Gr-40,Construction of PCC Work From Batraha Thakur Chowk to ............................Bhupan Das House Ward no- 24.(Detail as per NIT),Construction of PCC Work From Batraha Thakur Chowk to ............................Bhupan Das House Ward no- 24.(Detail as per NIT),2462,1690600.0,INR,INR,2022-02-23T15:32:40.923000+00:00,2022-12-27T02:18:52+00:00,2022-02-23T15:38:55+00:00,"Aditya Kumar, Executive Officer, Saharsa",Executive Officer,NAGAR PARISHAD SAHARSA,NPS,GANGJALA SAHARSA,nagarparishadsaharsa@gmail.com,9099999999,"Aditya Kumar, Executive Officer, Saharsa",Executive Officer,NAGAR PARISHAD SAHARSA,NPS,34000,5000,590
19363,"03/E/Bankipur/2022, Group No. 03",Construction of U/G drain & PCC Road in Kaddush Compund Pura in ward no. 40.,Construction of U/G drain & PCC Road in Kaddush Compund Pura in ward no. 40.,2462,648641.0,INR,INR,2022-02-23T15:36:15.833000+00:00,2022-03-04T09:31:00+00:00,2022-02-23T15:49:28+00:00,"Bibhuti Chandra, Executive Engineer",EE,"BANKIPUR DIVISION, Patna Municipal Corporation, Patna",EEBANKDIV,"Ambedkar Bhawan, Vaishali Golumbar,Rajendra Nagar,Patna",e.ebankipurdiv@gmail.com,7903323716,"Bibhuti Chandra, Executive Engineer",EE,"Bankipur Division,Patna Municipal Corporation,Patna",EEBANKDIV,13200,1250,590
19365,NP/SHC/NIT04/2021-22/Gr-42,Construction of PCC  & Nala Work From Mosque to Sivendra Prasad (Wakil Sahab) to...................................Main Road Via Chatri Yadav House Ward no- 26.(Detail as per NIT),Construction of PCC  & Nala Work From Mosque to Sivendra Prasad (Wakil Sahab) to...................................Main Road Via Chatri Yadav House Ward no- 26.(Detail as per NIT),2462,1770900.0,INR,INR,2022-02-23T15:45:10.806000+00:00,2022-03-13T16:52:18+00:00,2022-02-23T15:50:44+00:00,"Aditya Kumar, Executive Officer, Saharsa",Executive Officer,NAGAR PARISHAD SAHARSA,NPS,GANGJALA SAHARSA,nagarparishadsaharsa@gmail.com,9099999999,"Aditya Kumar, Executive Officer, Saharsa",Executive Officer,NAGAR PARISHAD SAHARSA,NPS,35500,5000,590
19366,"03/E/Bankipur/2022, Group No. 04",Construction of U/G drain and PCC from Dariyapur Toilet (Pura) Complete in ward no. 40,Construction of U/G drain and PCC from Dariyapur Toilet (Pura) Complete in ward no. 40,2462,564444.0,INR,INR,2022-02-23T15:51:08.186000+00:00,2022-03-04T09:31:00+00:00,2022-02-23T16:03:31+00:00,"Bibhuti Chandra, Executive Engineer",EE,"BANKIPUR DIVISION, Patna Municipal Corporation, Patna",EEBANKDIV,"Ambedkar Bhawan, Vaishali Golumbar,Rajendra Nagar,Patna",e.ebankipurdiv@gmail.com,7903323716,"Bibhuti Chandra, Executive Engineer",EE,"Bankipur Division,Patna Municipal Corporation,Patna",EEBANKDIV,11500,1250,590
19368,NP/SHC/NIT04/2021-22/Gr-44,Construction of Soil Soling & PCC Work From Vital Sharma House to..................Land of Anil Sinha  Ward no- 28.(Detail as per NIT),Construction of Soil Soling & PCC Work From Vital Sharma House to..................Land of Anil Sinha  Ward no- 28.(Detail as per NIT),2462,962300.0,INR,INR,2022-02-23T15:59:06.874000+00:00,2022-12-27T01:41:04+00:00,2022-02-23T16:08:19+00:00,"Aditya Kumar, Executive Officer, Saharsa",Executive Officer,NAGAR PARISHAD SAHARSA,NPS,GANGJALA SAHARSA,nagarparishadsaharsa@gmail.com,9099999999,"Aditya Kumar, Executive Officer, Saharsa",Executive Officer,NAGAR PARISHAD SAHARSA,NPS,19500,1250,590
19369,"03/E/Bankipur/2022, Group No. 05",Construction of U/G drain & PCC Road in Darji Tola School to Kirana Halwai in ward no. 40,Construction of U/G drain & PCC Road in Darji Tola School to Kirana Halwai in ward no. 40,2462,710961.0,INR,INR,2022-02-23T16:05:28.170000+00:00,2022-03-04T09:31:00+00:00,2022-02-23T16:45:22+00:00,"Bibhuti Chandra, Executive Engineer",EE,"BANKIPUR DIVISION, Patna Municipal Corporation, Patna",EEBANKDIV,"Ambedkar Bhawan, Vaishali Golumbar,Rajendra Nagar,Patna",e.ebankipurdiv@gmail.com,7903323716,"Bibhuti Chandra, Executive Engineer",EE,"Bankipur Division,Patna Municipal Corporation,Patna",EEBANKDIV,14400,1250,590
19370,NP/SHC/NIT04/2021-22/Gr-45,Construction of PCC Work From Jha Ji House to Khokha Babu Rest House to..................................Sevika Parvati House  Ward no- 28.(Detail as per NIT),Construction of PCC Work From Jha Ji House to Khokha Babu Rest House to..................................Sevika Parvati House  Ward no- 28.(Detail as per NIT),2462,1122400.0,INR,INR,2022-02-23T16:09:16.087000+00:00,2022-12-27T01:33:58+00:00,2022-02-23T16:20:10+00:00,"Aditya Kumar, Executive Officer, Saharsa",Executive Officer,NAGAR PARISHAD SAHARSA,NPS,GANGJALA SAHARSA,nagarparishadsaharsa@gmail.com,9099999999,"Aditya Kumar, Executive Officer, Saharsa",Executive Officer,NAGAR PARISHAD SAHARSA,NPS,22500,2500,590
19371,NP/SHC/NIT04/2021-22/Gr-46,Construction of PCC Work From Rajeev Sinha House to Fouji Sahab .........Via Umakant Yadav House  Ward no- 29.(Detail as per NIT),Construction of PCC Work From Rajeev Sinha House to Fouji Sahab .........Via Umakant Yadav House  Ward no- 29.(Detail as per NIT),2462,1147300.0,INR,INR,2022-02-23T16:21:45.303000+00:00,2022-03-13T04:38:11+00:00,2022-02-23T16:28:09+00:00,"Aditya Kumar, Executive Officer, Saharsa",Executive Officer,NAGAR PARISHAD SAHARSA,NPS,GANGJALA SAHARSA,nagarparishadsaharsa@gmail.com,9099999999,"Aditya Kumar, Executive Officer, Saharsa",Executive Officer,NAGAR PARISHAD SAHARSA,NPS,23000,2500,590
19372,"03/E/Bankipur/2022, Group No. 06",Construction of U/G drain and PCC Road from Dresco Gali Pura in ward no. 40.,Construction of U/G drain and PCC Road from Dresco Gali Pura in ward no. 40.,2462,669724.0,INR,INR,2022-02-23T16:27:02.487000+00:00,2022-03-04T09:31:00+00:00,2022-02-23T16:42:15+00:00,"Bibhuti Chandra, Executive Engineer",EE,"BANKIPUR DIVISION, Patna Municipal Corporation, Patna",EEBANKDIV,"Ambedkar Bhawan, Vaishali Golumbar,Rajendra Nagar,Patna",e.ebankipurdiv@gmail.com,7903323716,"Bibhuti Chandra, Executive Engineer",EE,"Bankipur Division,Patna Municipal Corporation,Patna",EEBANKDIV,13600,1250,590
19373,NP/SHC/NIT04/2021-22/Gr-47,Construction of PCC Work From Rajeev Kumar House to Munaa Sinha via Mukesh Yadav..............................to Nazir Sahab House   Ward no- 29.(Detail as per NIT),Construction of PCC Work From Rajeev Kumar House to Munaa Sinha via Mukesh Yadav..............................to Nazir Sahab House   Ward no- 29.(Detail as per NIT),2462,1786900.0,INR,INR,2022-02-23T16:28:40.870000+00:00,2022-12-27T01:25:47+00:00,2022-02-23T16:34:33+00:00,"Aditya Kumar, Executive Officer, Saharsa",Executive Officer,NAGAR PARISHAD SAHARSA,NPS,GANGJALA SAHARSA,nagarparishadsaharsa@gmail.com,9099999999,"Aditya Kumar, Executive Officer, Saharsa",Executive Officer,NAGAR PARISHAD SAHARSA,NPS,36000,5000,590
19374,NP/SHC/NIT04/2021-22/Gr-48,Construction of PCC Work From Shiv Mandir Subodh Kirana Store to Jai Balaav House .........Via Gulaar Shop Ward no- 29.(Detail as per NIT),Construction of PCC Work From Shiv Mandir Subodh Kirana Store to Jai Balaav House .........Via Gulaar Shop Ward no- 29.(Detail as per NIT),2462,2371500.0,INR,INR,2022-02-23T16:34:51.891000+00:00,2022-03-13T04:22:17+00:00,2022-02-23T16:42:59+00:00,"Aditya Kumar, Executive Officer, Saharsa",Executive Officer,NAGAR PARISHAD SAHARSA,NPS,GANGJALA SAHARSA,nagarparishadsaharsa@gmail.com,9099999999,"Aditya Kumar, Executive Officer, Saharsa",Executive Officer,NAGAR PARISHAD SAHARSA,NPS,47500,5000,590
19375,NP/SHC/NIT04/2021-22/Gr-49,Construction of PCC Work From N H 107 to Nasiv Sharma  Ward no- 30.(Detail as per NIT),Construction of PCC Work From N H 107 to Nasiv Sharma  Ward no- 30.(Detail as per NIT),2462,353600.0,INR,INR,2022-02-23T16:43:22.746000+00:00,2022-12-27T01:13:45+00:00,2022-02-23T16:53:23+00:00,"Aditya Kumar, Executive Officer, Saharsa",Executive Officer,NAGAR PARISHAD SAHARSA,NPS,GANGJALA SAHARSA,nagarparishadsaharsa@gmail.com,9099999999,"Aditya Kumar, Executive Officer, Saharsa",Executive Officer,NAGAR PARISHAD SAHARSA,NPS,7500,750,590
19376,"03/E/Bankipur/2022, Group No. 07",Construction of U/G drain & PCC Road from Golden Agarwati to Phakribara Mandir in wsard no. 40,Construction of U/G drain & PCC Road from Golden Agarwati to Phakribara Mandir in wsard no. 40,2462,1578708.0,INR,INR,2022-02-23T16:47:18.270000+00:00,2022-03-04T09:31:00+00:00,2022-02-23T17:02:18+00:00,"Bibhuti Chandra, Executive Engineer",EE,"BANKIPUR DIVISION, Patna Municipal Corporation, Patna",EEBANKDIV,"Ambedkar Bhawan, Vaishali Golumbar,Rajendra Nagar,Patna",e.ebankipurdiv@gmail.com,7903323716,"Bibhuti Chandra, Executive Engineer",EE,"Bankipur Division,Patna Municipal Corporation,Patna",EEBANKDIV,31900,5000,590
19377,NP/SHC/NIT04/2021-22/Gr-50,Construction of PCC Work From Mahendra Sadan to ...............Ram Shyam Schoool  in Ward no- 30.(Detail as per NIT),Construction of PCC Work From Mahendra Sadan to ...............Ram Shyam Schoool  in Ward no- 30.(Detail as per NIT),2462,1221300.0,INR,INR,2022-02-23T16:53:43.726000+00:00,2022-03-12T21:14:44+00:00,2022-02-23T17:12:41+00:00,"Aditya Kumar, Executive Officer, Saharsa",Executive Officer,NAGAR PARISHAD SAHARSA,NPS,GANGJALA SAHARSA,nagarparishadsaharsa@gmail.com,9099999999,"Aditya Kumar, Executive Officer, Saharsa",Executive Officer,NAGAR PARISHAD SAHARSA,NPS,24500,2500,590
19378,NP/SHC/NIT04/2021-22/Gr-51,Construction of Paver Block Work From Kalam Cycle House to Sabbir Mistri House ..............................From Manjaar Driver House to Murshid Darji  in Ward no- 31.(Detail as per NIT),Construction of Paver Block Work From Kalam Cycle House to Sabbir Mistri House ..............................From Manjaar Driver House to Murshid Darji  in Ward no- 31.(Detail as per NIT),2462,2308300.0,INR,INR,2022-02-23T17:13:22.700000+00:00,2022-12-27T01:02:54+00:00,2022-02-23T17:22:10+00:00,"Aditya Kumar, Executive Officer, Saharsa",Executive Officer,NAGAR PARISHAD SAHARSA,NPS,GANGJALA SAHARSA,nagarparishadsaharsa@gmail.com,9099999999,"Aditya Kumar, Executive Officer, Saharsa",Executive Officer,NAGAR PARISHAD SAHARSA,NPS,46500,5000,590
19379,NP/SHC/NIT04/2021-22/Gr-52,Construction of Nala Work From Santosh Verma House to Honda Showroom in Ward no- 32.(Detail as per NIT),Construction of Nala Work From Santosh Verma House to Honda Showroom in Ward no- 32.(Detail as per NIT),2462,1981900.0,INR,INR,2022-02-23T17:41:48.606000+00:00,2022-12-26T18:45:37+00:00,2022-02-23T17:58:13+00:00,"Aditya Kumar, Executive Officer, Saharsa",Executive Officer,NAGAR PARISHAD SAHARSA,NPS,GANGJALA SAHARSA,nagarparishadsaharsa@gmail.com,9099999999,"Aditya Kumar, Executive Officer, Saharsa",Executive Officer,NAGAR PARISHAD SAHARSA,NPS,40000,5000,590
19380,NP/SHC/NIT04/2021-22/Gr-53,Construction of Soil Soling & PCC Work From Md Hasan House  to  Mani Thakur ............to Main By Pass Road to Kadir Chowk in Ward no- 33.(Detail as per NIT),Construction of Soil Soling & PCC Work From Md Hasan House  to  Mani Thakur ............to Main By Pass Road to Kadir Chowk in Ward no- 33.(Detail as per NIT),2462,2091800.0,INR,INR,2022-02-23T17:58:47.674000+00:00,2022-08-20T11:37:21+00:00,2022-02-23T18:04:56+00:00,"Aditya Kumar, Executive Officer, Saharsa",Executive Officer,NAGAR PARISHAD SAHARSA,NPS,GANGJALA SAHARSA,nagarparishadsaharsa@gmail.com,9099999999,"Aditya Kumar, Executive Officer, Saharsa",Executive Officer,NAGAR PARISHAD SAHARSA,NPS,42000,5000,590
19381,NP/SHC/NIT04/2021-22/Gr-54,Construction of Soil Soling & PCC Work From NH 107  North Balram Jaiswal House to..................Mishra Tola  in Ward no- 33.(Detail as per NIT),Construction of Soil Soling & PCC Work From NH 107  North Balram Jaiswal House to..................Mishra Tola  in Ward no- 33.(Detail as per NIT),2462,340100.0,INR,INR,2022-02-23T18:05:23.027000+00:00,2022-12-26T18:35:49+00:00,2022-02-23T18:12:38+00:00,"Aditya Kumar, Executive Officer, Saharsa",Executive Officer,NAGAR PARISHAD SAHARSA,NPS,GANGJALA SAHARSA,nagarparishadsaharsa@gmail.com,9099999999,"Aditya Kumar, Executive Officer, Saharsa",Executive Officer,NAGAR PARISHAD SAHARSA,NPS,7000,750,590
19382,NP/SHC/NIT04/2021-22/Gr-55,Construction of Soil Soling & PCC Work From Railway Line to Karkhan Yadav.................. to.Bam Jha Hosuse  in Ward no- 34.(Detail as per NIT),Construction of Soil Soling & PCC Work From Railway Line to Karkhan Yadav.................. to.Bam Jha Hosuse  in Ward no- 34.(Detail as per NIT),2462,730000.0,INR,INR,2022-02-23T18:13:05.728000+00:00,2022-12-26T18:26:03+00:00,2022-02-23T18:18:35+00:00,"Aditya Kumar, Executive Officer, Saharsa",Executive Officer,NAGAR PARISHAD SAHARSA,NPS,GANGJALA SAHARSA,nagarparishadsaharsa@gmail.com,9099999999,"Aditya Kumar, Executive Officer, Saharsa",Executive Officer,NAGAR PARISHAD SAHARSA,NPS,15000,1250,590
19383,NP/SHC/NIT04/2021-22/Gr-56,Construction of Soil Soling Work From Mahadev Mandir to Gopal Sah House..................to Devendra Singh to Railway Line  in Ward no- 34.(Detail as per NIT),Construction of Soil Soling Work From Mahadev Mandir to Gopal Sah House..................to Devendra Singh to Railway Line  in Ward no- 34.(Detail as per NIT),2462,817300.0,INR,INR,2022-02-23T18:18:58.119000+00:00,2022-03-12T20:08:56+00:00,2022-02-23T18:25:23+00:00,"Aditya Kumar, Executive Officer, Saharsa",Executive Officer,NAGAR PARISHAD SAHARSA,NPS,GANGJALA SAHARSA,nagarparishadsaharsa@gmail.com,9099999999,"Aditya Kumar, Executive Officer, Saharsa",Executive Officer,NAGAR PARISHAD SAHARSA,NPS,16500,1250,590
19384,NP/SHC/NIT04/2021-22/Gr-57,Construction of Soil Soling & PCC Work From Lal Yadav House to Pawan Yadav House .....................to Gajendra Narayan Singh House in Ward no- 35.(Detail as per NIT),Construction of Soil Soling & PCC Work From Lal Yadav House to Pawan Yadav House .....................to Gajendra Narayan Singh House in Ward no- 35.(Detail as per NIT),2462,951100.0,INR,INR,2022-02-23T18:25:40.032000+00:00,2022-08-11T12:47:35+00:00,2022-02-23T18:32:10+00:00,"Aditya Kumar, Executive Officer, Saharsa",Executive Officer,NAGAR PARISHAD SAHARSA,NPS,GANGJALA SAHARSA,nagarparishadsaharsa@gmail.com,9099999999,"Aditya Kumar, Executive Officer, Saharsa",Executive Officer,NAGAR PARISHAD SAHARSA,NPS,19500,1250,590
19385,NP/SHC/NIT04/2021-22/Gr-58,Construction of Soil Soling & PCC Work From Tika Devi House to ......................Amit Mishra House  in Ward no- 36.(Detail as per NIT),Construction of Soil Soling & PCC Work From Tika Devi House to ......................Amit Mishra House  in Ward no- 36.(Detail as per NIT),2462,1571200.0,INR,INR,2022-02-23T18:32:52.176000+00:00,2022-03-12T19:24:46+00:00,2022-02-23T18:37:10+00:00,"Aditya Kumar, Executive Officer, Saharsa",Executive Officer,NAGAR PARISHAD SAHARSA,NPS,GANGJALA SAHARSA,nagarparishadsaharsa@gmail.com,9099999999,"Aditya Kumar, Executive Officer, Saharsa",Executive Officer,NAGAR PARISHAD SAHARSA,NPS,31500,5000,590
19386,NP/SHC/NIT04/2021-22/Gr-59,Construction of PCC Work From Kailash Sharma House to .................Bhairdhari Chowk   in Ward no- 37.(Detail as per NIT),Construction of PCC Work From Kailash Sharma House to .................Bhairdhari Chowk   in Ward no- 37.(Detail as per NIT),2462,1586000.0,INR,INR,2022-02-23T18:37:26.301000+00:00,2022-12-26T18:10:12+00:00,2022-02-23T18:42:23+00:00,"Aditya Kumar, Executive Officer, Saharsa",Executive Officer,NAGAR PARISHAD SAHARSA,NPS,GANGJALA SAHARSA,nagarparishadsaharsa@gmail.com,9099999999,"Aditya Kumar, Executive Officer, Saharsa",Executive Officer,NAGAR PARISHAD SAHARSA,NPS,32000,5000,590
19387,NP/SHC/NIT04/2021-22/Gr-60,Construction of Nala & Paver Block Work From Masraf Chowk to Urdu Middle School in Ward no- 38.(Detail as per NIT),Construction of Nala & Paver Block Work From Masraf Chowk to Urdu Middle School in Ward no- 38.(Detail as per NIT),2462,1090977.0,INR,INR,2022-02-23T18:43:01.004000+00:00,2022-12-26T17:59:27+00:00,2022-02-23T18:47:59+00:00,"Aditya Kumar, Executive Officer, Saharsa",Executive Officer,NAGAR PARISHAD SAHARSA,NPS,GANGJALA SAHARSA,nagarparishadsaharsa@gmail.com,9099999999,"Aditya Kumar, Executive Officer, Saharsa",Executive Officer,NAGAR PARISHAD SAHARSA,NPS,22000,2500,590
19388,NP/SHC/NIT04/2021-22/Gr-61,Construction of PCC Work From Dr Amber House to Mahadalit Tola..........to Imam Sahab House in Ward no- 38.(Detail as per NIT),Construction of PCC Work From Dr Amber House to Mahadalit Tola..........to Imam Sahab House in Ward no- 38.(Detail as per NIT),2462,1353400.0,INR,INR,2022-02-23T18:48:14.424000+00:00,2022-12-26T17:40:15+00:00,2022-02-23T18:56:56+00:00,"Aditya Kumar, Executive Officer, Saharsa",Executive Officer,NAGAR PARISHAD SAHARSA,NPS,GANGJALA SAHARSA,nagarparishadsaharsa@gmail.com,9099999999,"Aditya Kumar, Executive Officer, Saharsa",Executive Officer,NAGAR PARISHAD SAHARSA,NPS,27500,2500,590
19389,NP/SHC/NIT04/2021-22/Gr-62,Construction of PCC Work From Chandeshwar Singh House to......................Randhir Kumar House to Bechan Sharma House in Ward no- 39.(Detail as per NIT),Construction of PCC Work From Chandeshwar Singh House to......................Randhir Kumar House to Bechan Sharma House in Ward no- 39.(Detail as per NIT),2462,1674700.0,INR,INR,2022-02-23T18:57:17.685000+00:00,2022-12-26T17:26:56+00:00,2022-02-23T19:08:51+00:00,"Aditya Kumar, Executive Officer, Saharsa",Executive Officer,NAGAR PARISHAD SAHARSA,NPS,GANGJALA SAHARSA,nagarparishadsaharsa@gmail.com,9099999999,"Aditya Kumar, Executive Officer, Saharsa",Executive Officer,NAGAR PARISHAD SAHARSA,NPS,33500,5000,590
